Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_001267175_1_ASM126717v1_genomic_gff,GCF_001267195_1_ASM126719v1_genomic_gff,GCF_001267215_1_ASM126721v1_genomic_gff,GCF_001267255_1_ASM126725v1_genomic_gff,GCF_001267275_1_ASM126727v1_genomic_gff,GCF_001267295_1_ASM126729v1_genomic_gff,GCF_001267315_1_ASM126731v1_genomic_gff,GCF_030328955_1_ASM3032895v1_genomic_gff,GCF_030328995_1_ASM3032899v1_genomic_gff,GCF_030329025_1_ASM3032902v1_genomic_gff
WP_053100468.1,,MaoC family dehydratase,10,10,1,78,2480,,,,461,461,461,9b7e70dc9c6ece2c05dcc2e656b22969_2714,f703f9607fd873072b58ff69da1f6298_4007,7939b8df5802c39c46adb1416b02880c_491,5b8d0eb8742d50487a1e3a28fa195a18_2577,4291979d325094cc7b4bce3cd2bb2024_3420,a077d878693c9fd52ed3dbbed690b74f_3426,03f798c6314f9895224cd16f8bb35aa0_1893,0cad7609a72f054f1e5a773edfee880c_2158,b950933d1ddb7e03141c7b304a24a0b6_3091,f8e40b63109f8c40a69745e5931a1674_2700
WP_053103155.1,,NnrS family protein,10,10,1,78,2144,,,,1190,1190,1190,9b7e70dc9c6ece2c05dcc2e656b22969_3500,f703f9607fd873072b58ff69da1f6298_3359,7939b8df5802c39c46adb1416b02880c_1146,5b8d0eb8742d50487a1e3a28fa195a18_3189,4291979d325094cc7b4bce3cd2bb2024_2809,a077d878693c9fd52ed3dbbed690b74f_2688,03f798c6314f9895224cd16f8bb35aa0_2494,0cad7609a72f054f1e5a773edfee880c_4617,b950933d1ddb7e03141c7b304a24a0b6_317,f8e40b63109f8c40a69745e5931a1674_3353
WP_053107867.1,,class II glutamine amidotransferase,10,10,1,78,3215,,,,782,782,782,9b7e70dc9c6ece2c05dcc2e656b22969_1534,f703f9607fd873072b58ff69da1f6298_1391,7939b8df5802c39c46adb1416b02880c_3838,5b8d0eb8742d50487a1e3a28fa195a18_658,4291979d325094cc7b4bce3cd2bb2024_758,a077d878693c9fd52ed3dbbed690b74f_656,03f798c6314f9895224cd16f8bb35aa0_672,0cad7609a72f054f1e5a773edfee880c_2741,b950933d1ddb7e03141c7b304a24a0b6_110,f8e40b63109f8c40a69745e5931a1674_891
yccS,,YccS family putative transporter,10,10,1,78,969,,,,2192,2201,2192,9b7e70dc9c6ece2c05dcc2e656b22969_3741,f703f9607fd873072b58ff69da1f6298_3102,7939b8df5802c39c46adb1416b02880c_1385,5b8d0eb8742d50487a1e3a28fa195a18_3432,4291979d325094cc7b4bce3cd2bb2024_2605,a077d878693c9fd52ed3dbbed690b74f_2464,03f798c6314f9895224cd16f8bb35aa0_2802,0cad7609a72f054f1e5a773edfee880c_4185,b950933d1ddb7e03141c7b304a24a0b6_898,f8e40b63109f8c40a69745e5931a1674_3673
smc,,chromosome segregation protein SMC,10,10,1,78,328,,,,3494,3494,3494,9b7e70dc9c6ece2c05dcc2e656b22969_104,f703f9607fd873072b58ff69da1f6298_108,7939b8df5802c39c46adb1416b02880c_2575,5b8d0eb8742d50487a1e3a28fa195a18_1935,4291979d325094cc7b4bce3cd2bb2024_4020,a077d878693c9fd52ed3dbbed690b74f_4011,03f798c6314f9895224cd16f8bb35aa0_4000,0cad7609a72f054f1e5a773edfee880c_3508,b950933d1ddb7e03141c7b304a24a0b6_2334,f8e40b63109f8c40a69745e5931a1674_4177
WP_053102818.1,,helix-turn-helix transcriptional regulator,10,10,1,78,2579,,,,335,335,335,9b7e70dc9c6ece2c05dcc2e656b22969_2534,f703f9607fd873072b58ff69da1f6298_4187,7939b8df5802c39c46adb1416b02880c_311,5b8d0eb8742d50487a1e3a28fa195a18_2393,4291979d325094cc7b4bce3cd2bb2024_3600,a077d878693c9fd52ed3dbbed690b74f_3606,03f798c6314f9895224cd16f8bb35aa0_1713,0cad7609a72f054f1e5a773edfee880c_1978,b950933d1ddb7e03141c7b304a24a0b6_2905,f8e40b63109f8c40a69745e5931a1674_2520
pyrF,,orotidine-5'-phosphate decarboxylase,10,10,1,78,3005,,,,689,689,689,9b7e70dc9c6ece2c05dcc2e656b22969_1781,f703f9607fd873072b58ff69da1f6298_1628,7939b8df5802c39c46adb1416b02880c_4139,5b8d0eb8742d50487a1e3a28fa195a18_407,4291979d325094cc7b4bce3cd2bb2024_1089,a077d878693c9fd52ed3dbbed690b74f_899,03f798c6314f9895224cd16f8bb35aa0_969,0cad7609a72f054f1e5a773edfee880c_3744,b950933d1ddb7e03141c7b304a24a0b6_4300,f8e40b63109f8c40a69745e5931a1674_637
mltF,,membrane-bound lytic murein transglycosylase MltF,10,10,1,78,2790,,,,1439,1439,1439,9b7e70dc9c6ece2c05dcc2e656b22969_2170,f703f9607fd873072b58ff69da1f6298_2003,7939b8df5802c39c46adb1416b02880c_4502,5b8d0eb8742d50487a1e3a28fa195a18_38,4291979d325094cc7b4bce3cd2bb2024_1444,a077d878693c9fd52ed3dbbed690b74f_1262,03f798c6314f9895224cd16f8bb35aa0_1334,0cad7609a72f054f1e5a773edfee880c_45,b950933d1ddb7e03141c7b304a24a0b6_1980,f8e40b63109f8c40a69745e5931a1674_282
WP_053102732.1,,DUF2946 family protein,10,10,1,78,2745,,,,452,452,452,9b7e70dc9c6ece2c05dcc2e656b22969_2254,f703f9607fd873072b58ff69da1f6298_4440,7939b8df5802c39c46adb1416b02880c_57,5b8d0eb8742d50487a1e3a28fa195a18_2142,4291979d325094cc7b4bce3cd2bb2024_3851,a077d878693c9fd52ed3dbbed690b74f_3857,03f798c6314f9895224cd16f8bb35aa0_1418,0cad7609a72f054f1e5a773edfee880c_1715,b950933d1ddb7e03141c7b304a24a0b6_849,f8e40b63109f8c40a69745e5931a1674_57
WP_080996962.1,,helix-turn-helix transcriptional regulator,10,10,1,78,971,,,,779,779,779,9b7e70dc9c6ece2c05dcc2e656b22969_3745,f703f9607fd873072b58ff69da1f6298_3098,7939b8df5802c39c46adb1416b02880c_1389,5b8d0eb8742d50487a1e3a28fa195a18_3436,4291979d325094cc7b4bce3cd2bb2024_2601,a077d878693c9fd52ed3dbbed690b74f_2460,03f798c6314f9895224cd16f8bb35aa0_2806,0cad7609a72f054f1e5a773edfee880c_4189,b950933d1ddb7e03141c7b304a24a0b6_902,f8e40b63109f8c40a69745e5931a1674_3677
WP_053101986.1,,ketoacyl-ACP synthase III,10,10,1,78,1326,,,,926,926,926,9b7e70dc9c6ece2c05dcc2e656b22969_4309,f703f9607fd873072b58ff69da1f6298_2544,7939b8df5802c39c46adb1416b02880c_1918,5b8d0eb8742d50487a1e3a28fa195a18_3965,4291979d325094cc7b4bce3cd2bb2024_2032,a077d878693c9fd52ed3dbbed690b74f_1900,03f798c6314f9895224cd16f8bb35aa0_3339,0cad7609a72f054f1e5a773edfee880c_1411,b950933d1ddb7e03141c7b304a24a0b6_3640,f8e40b63109f8c40a69745e5931a1674_1809
WP_053102712.1,,hypothetical protein,10,10,1,78,2789,,,,815,815,815,9b7e70dc9c6ece2c05dcc2e656b22969_2172,f703f9607fd873072b58ff69da1f6298_2005,7939b8df5802c39c46adb1416b02880c_4504,5b8d0eb8742d50487a1e3a28fa195a18_36,4291979d325094cc7b4bce3cd2bb2024_1446,a077d878693c9fd52ed3dbbed690b74f_1264,03f798c6314f9895224cd16f8bb35aa0_1336,0cad7609a72f054f1e5a773edfee880c_47,b950933d1ddb7e03141c7b304a24a0b6_1982,f8e40b63109f8c40a69745e5931a1674_280
rdgB,,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,10,10,1,78,1060,,,,593,593,593,9b7e70dc9c6ece2c05dcc2e656b22969_3892,f703f9607fd873072b58ff69da1f6298_2988,7939b8df5802c39c46adb1416b02880c_1499,5b8d0eb8742d50487a1e3a28fa195a18_3546,4291979d325094cc7b4bce3cd2bb2024_2463,a077d878693c9fd52ed3dbbed690b74f_2319,03f798c6314f9895224cd16f8bb35aa0_2912,0cad7609a72f054f1e5a773edfee880c_4301,b950933d1ddb7e03141c7b304a24a0b6_621,f8e40b63109f8c40a69745e5931a1674_3773
WP_053105986.1,,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,10,10,1,78,1355,,,,1181,1181,1181,9b7e70dc9c6ece2c05dcc2e656b22969_4363,f703f9607fd873072b58ff69da1f6298_2490,7939b8df5802c39c46adb1416b02880c_1972,5b8d0eb8742d50487a1e3a28fa195a18_4019,4291979d325094cc7b4bce3cd2bb2024_1978,a077d878693c9fd52ed3dbbed690b74f_1846,03f798c6314f9895224cd16f8bb35aa0_3393,0cad7609a72f054f1e5a773edfee880c_1347,b950933d1ddb7e03141c7b304a24a0b6_1697,f8e40b63109f8c40a69745e5931a1674_1863
WP_231692537.1,,cytochrome b,10,10,1,78,968,,,,539,539,539,9b7e70dc9c6ece2c05dcc2e656b22969_3739,f703f9607fd873072b58ff69da1f6298_3104,7939b8df5802c39c46adb1416b02880c_1383,5b8d0eb8742d50487a1e3a28fa195a18_3430,4291979d325094cc7b4bce3cd2bb2024_2607,a077d878693c9fd52ed3dbbed690b74f_2466,03f798c6314f9895224cd16f8bb35aa0_2800,0cad7609a72f054f1e5a773edfee880c_4183,b950933d1ddb7e03141c7b304a24a0b6_896,f8e40b63109f8c40a69745e5931a1674_3671
WP_053105025.1,,3-hydroxybutyrate dehydrogenase,10,10,1,78,1106,,,,800,800,800,9b7e70dc9c6ece2c05dcc2e656b22969_3948,f703f9607fd873072b58ff69da1f6298_2919,7939b8df5802c39c46adb1416b02880c_1555,5b8d0eb8742d50487a1e3a28fa195a18_3602,4291979d325094cc7b4bce3cd2bb2024_2407,a077d878693c9fd52ed3dbbed690b74f_2263,03f798c6314f9895224cd16f8bb35aa0_2970,0cad7609a72f054f1e5a773edfee880c_4363,b950933d1ddb7e03141c7b304a24a0b6_4625,f8e40b63109f8c40a69745e5931a1674_3841
WP_053099674.1,,CDP-alcohol phosphatidyltransferase family protein,10,10,1,78,3227,,,,554,554,554,9b7e70dc9c6ece2c05dcc2e656b22969_1512,f703f9607fd873072b58ff69da1f6298_1369,7939b8df5802c39c46adb1416b02880c_3816,5b8d0eb8742d50487a1e3a28fa195a18_680,4291979d325094cc7b4bce3cd2bb2024_736,a077d878693c9fd52ed3dbbed690b74f_634,03f798c6314f9895224cd16f8bb35aa0_650,0cad7609a72f054f1e5a773edfee880c_2763,b950933d1ddb7e03141c7b304a24a0b6_88,f8e40b63109f8c40a69745e5931a1674_913
WP_053101602.1,,ChaN family lipoprotein,10,10,1,78,3841,,,,926,926,926,9b7e70dc9c6ece2c05dcc2e656b22969_339,f703f9607fd873072b58ff69da1f6298_343,7939b8df5802c39c46adb1416b02880c_2810,5b8d0eb8742d50487a1e3a28fa195a18_1700,4291979d325094cc7b4bce3cd2bb2024_4271,a077d878693c9fd52ed3dbbed690b74f_4244,03f798c6314f9895224cd16f8bb35aa0_4275,0cad7609a72f054f1e5a773edfee880c_590,b950933d1ddb7e03141c7b304a24a0b6_2583,f8e40b63109f8c40a69745e5931a1674_4353
apaG,,Co2+/Mg2+ efflux protein ApaG,10,10,1,78,3962,,,,371,371,371,9b7e70dc9c6ece2c05dcc2e656b22969_478,f703f9607fd873072b58ff69da1f6298_534,7939b8df5802c39c46adb1416b02880c_2991,5b8d0eb8742d50487a1e3a28fa195a18_1501,4291979d325094cc7b4bce3cd2bb2024_4462,a077d878693c9fd52ed3dbbed690b74f_4610,03f798c6314f9895224cd16f8bb35aa0_4430,0cad7609a72f054f1e5a773edfee880c_393,b950933d1ddb7e03141c7b304a24a0b6_2767,f8e40b63109f8c40a69745e5931a1674_4530
WP_053102460.1,,STAS domain-containing protein,10,10,1,78,3299,,,,308,308,308,9b7e70dc9c6ece2c05dcc2e656b22969_1361,f703f9607fd873072b58ff69da1f6298_1218,7939b8df5802c39c46adb1416b02880c_3659,5b8d0eb8742d50487a1e3a28fa195a18_831,4291979d325094cc7b4bce3cd2bb2024_582,a077d878693c9fd52ed3dbbed690b74f_487,03f798c6314f9895224cd16f8bb35aa0_492,0cad7609a72f054f1e5a773edfee880c_2918,b950933d1ddb7e03141c7b304a24a0b6_3989,f8e40b63109f8c40a69745e5931a1674_1066
WP_053102325.1,,cation diffusion facilitator family transporter,10,10,1,78,4055,,,,1139,1139,1139,9b7e70dc9c6ece2c05dcc2e656b22969_954,f703f9607fd873072b58ff69da1f6298_893,7939b8df5802c39c46adb1416b02880c_3334,5b8d0eb8742d50487a1e3a28fa195a18_1156,4291979d325094cc7b4bce3cd2bb2024_189,a077d878693c9fd52ed3dbbed690b74f_166,03f798c6314f9895224cd16f8bb35aa0_166,0cad7609a72f054f1e5a773edfee880c_3279,b950933d1ddb7e03141c7b304a24a0b6_684,f8e40b63109f8c40a69745e5931a1674_1393
tsaB,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,10,10,1,78,407,,,,671,683,681,9b7e70dc9c6ece2c05dcc2e656b22969_311,f703f9607fd873072b58ff69da1f6298_315,7939b8df5802c39c46adb1416b02880c_2782,5b8d0eb8742d50487a1e3a28fa195a18_1728,4291979d325094cc7b4bce3cd2bb2024_4241,a077d878693c9fd52ed3dbbed690b74f_4216,03f798c6314f9895224cd16f8bb35aa0_4247,0cad7609a72f054f1e5a773edfee880c_618,b950933d1ddb7e03141c7b304a24a0b6_2555,f8e40b63109f8c40a69745e5931a1674_3974
mmsB,,3-hydroxyisobutyrate dehydrogenase,10,10,1,78,2730,,,,887,887,887,9b7e70dc9c6ece2c05dcc2e656b22969_2284,f703f9607fd873072b58ff69da1f6298_4410,7939b8df5802c39c46adb1416b02880c_87,5b8d0eb8742d50487a1e3a28fa195a18_2172,4291979d325094cc7b4bce3cd2bb2024_3821,a077d878693c9fd52ed3dbbed690b74f_3827,03f798c6314f9895224cd16f8bb35aa0_1448,0cad7609a72f054f1e5a773edfee880c_1745,b950933d1ddb7e03141c7b304a24a0b6_819,f8e40b63109f8c40a69745e5931a1674_29
WP_053105809.1,,methyltransferase domain-containing protein,10,10,1,78,3728,,,,755,755,755,9b7e70dc9c6ece2c05dcc2e656b22969_549,f703f9607fd873072b58ff69da1f6298_596,7939b8df5802c39c46adb1416b02880c_3053,5b8d0eb8742d50487a1e3a28fa195a18_1439,4291979d325094cc7b4bce3cd2bb2024_4542,a077d878693c9fd52ed3dbbed690b74f_4548,03f798c6314f9895224cd16f8bb35aa0_4496,0cad7609a72f054f1e5a773edfee880c_4699,b950933d1ddb7e03141c7b304a24a0b6_4811,f8e40b63109f8c40a69745e5931a1674_4610
pdxB,,4-phosphoerythronate dehydrogenase PdxB,10,10,1,78,2751,,,,1133,1133,1133,9b7e70dc9c6ece2c05dcc2e656b22969_2244,f703f9607fd873072b58ff69da1f6298_4450,7939b8df5802c39c46adb1416b02880c_47,5b8d0eb8742d50487a1e3a28fa195a18_2132,4291979d325094cc7b4bce3cd2bb2024_3861,a077d878693c9fd52ed3dbbed690b74f_3867,03f798c6314f9895224cd16f8bb35aa0_1408,0cad7609a72f054f1e5a773edfee880c_1705,b950933d1ddb7e03141c7b304a24a0b6_859,f8e40b63109f8c40a69745e5931a1674_67
WP_053105057.1,,helix-turn-helix transcriptional regulator,10,10,1,78,1265,,,,779,779,779,9b7e70dc9c6ece2c05dcc2e656b22969_4205,f703f9607fd873072b58ff69da1f6298_2648,7939b8df5802c39c46adb1416b02880c_1814,5b8d0eb8742d50487a1e3a28fa195a18_3861,4291979d325094cc7b4bce3cd2bb2024_2136,a077d878693c9fd52ed3dbbed690b74f_2004,03f798c6314f9895224cd16f8bb35aa0_3227,0cad7609a72f054f1e5a773edfee880c_1529,b950933d1ddb7e03141c7b304a24a0b6_3514,f8e40b63109f8c40a69745e5931a1674_1701
WP_053105082.1,,class I SAM-dependent methyltransferase,10,10,1,78,1332,,,,803,803,803,9b7e70dc9c6ece2c05dcc2e656b22969_4321,f703f9607fd873072b58ff69da1f6298_2532,7939b8df5802c39c46adb1416b02880c_1930,5b8d0eb8742d50487a1e3a28fa195a18_3977,4291979d325094cc7b4bce3cd2bb2024_2020,a077d878693c9fd52ed3dbbed690b74f_1888,03f798c6314f9895224cd16f8bb35aa0_3351,0cad7609a72f054f1e5a773edfee880c_1399,b950933d1ddb7e03141c7b304a24a0b6_3652,f8e40b63109f8c40a69745e5931a1674_1821
WP_053100558.1,,FAD-binding oxidoreductase,10,10,1,78,2355,,,,1403,1403,1403,9b7e70dc9c6ece2c05dcc2e656b22969_3092,f703f9607fd873072b58ff69da1f6298_3817,7939b8df5802c39c46adb1416b02880c_702,5b8d0eb8742d50487a1e3a28fa195a18_2771,4291979d325094cc7b4bce3cd2bb2024_3220,a077d878693c9fd52ed3dbbed690b74f_3058,03f798c6314f9895224cd16f8bb35aa0_2097,0cad7609a72f054f1e5a773edfee880c_2394,b950933d1ddb7e03141c7b304a24a0b6_3281,f8e40b63109f8c40a69745e5931a1674_2983
iscX,,Fe-S cluster assembly protein IscX,10,10,1,78,1596,,,,200,200,200,9b7e70dc9c6ece2c05dcc2e656b22969_4811,f703f9607fd873072b58ff69da1f6298_2141,7939b8df5802c39c46adb1416b02880c_2341,5b8d0eb8742d50487a1e3a28fa195a18_4392,4291979d325094cc7b4bce3cd2bb2024_1593,a077d878693c9fd52ed3dbbed690b74f_1425,03f798c6314f9895224cd16f8bb35aa0_3780,0cad7609a72f054f1e5a773edfee880c_996,b950933d1ddb7e03141c7b304a24a0b6_1356,f8e40b63109f8c40a69745e5931a1674_2200
apbC,,iron-sulfur cluster carrier protein ApbC,10,10,1,78,1439,,,,1076,1076,1076,9b7e70dc9c6ece2c05dcc2e656b22969_4526,f703f9607fd873072b58ff69da1f6298_2331,7939b8df5802c39c46adb1416b02880c_2131,5b8d0eb8742d50487a1e3a28fa195a18_4182,4291979d325094cc7b4bce3cd2bb2024_1815,a077d878693c9fd52ed3dbbed690b74f_1685,03f798c6314f9895224cd16f8bb35aa0_3580,0cad7609a72f054f1e5a773edfee880c_1184,b950933d1ddb7e03141c7b304a24a0b6_1536,f8e40b63109f8c40a69745e5931a1674_2024
WP_053101213.1,,VacJ family lipoprotein,10,10,1,78,1436,,,,794,794,794,9b7e70dc9c6ece2c05dcc2e656b22969_4520,f703f9607fd873072b58ff69da1f6298_2337,7939b8df5802c39c46adb1416b02880c_2125,5b8d0eb8742d50487a1e3a28fa195a18_4172,4291979d325094cc7b4bce3cd2bb2024_1825,a077d878693c9fd52ed3dbbed690b74f_1691,03f798c6314f9895224cd16f8bb35aa0_3574,0cad7609a72f054f1e5a773edfee880c_1190,b950933d1ddb7e03141c7b304a24a0b6_1542,f8e40b63109f8c40a69745e5931a1674_2018
dusB,,tRNA dihydrouridine synthase DusB,10,10,1,78,480,,,,998,998,998,9b7e70dc9c6ece2c05dcc2e656b22969_202,f703f9607fd873072b58ff69da1f6298_206,7939b8df5802c39c46adb1416b02880c_2673,5b8d0eb8742d50487a1e3a28fa195a18_1837,4291979d325094cc7b4bce3cd2bb2024_4116,a077d878693c9fd52ed3dbbed690b74f_4107,03f798c6314f9895224cd16f8bb35aa0_4096,0cad7609a72f054f1e5a773edfee880c_729,b950933d1ddb7e03141c7b304a24a0b6_2430,f8e40b63109f8c40a69745e5931a1674_4081
znuB,,zinc ABC transporter permease subunit ZnuB,10,10,1,78,1152,,,,785,785,785,9b7e70dc9c6ece2c05dcc2e656b22969_4006,f703f9607fd873072b58ff69da1f6298_2849,7939b8df5802c39c46adb1416b02880c_1613,5b8d0eb8742d50487a1e3a28fa195a18_3660,4291979d325094cc7b4bce3cd2bb2024_2337,a077d878693c9fd52ed3dbbed690b74f_2205,03f798c6314f9895224cd16f8bb35aa0_3028,0cad7609a72f054f1e5a773edfee880c_4434,b950933d1ddb7e03141c7b304a24a0b6_4683,f8e40b63109f8c40a69745e5931a1674_3899
WP_053103606.1,,fatty acid cis/trans isomerase,10,10,1,78,4030,,,,2291,2291,2291,9b7e70dc9c6ece2c05dcc2e656b22969_1000,f703f9607fd873072b58ff69da1f6298_939,7939b8df5802c39c46adb1416b02880c_3380,5b8d0eb8742d50487a1e3a28fa195a18_1110,4291979d325094cc7b4bce3cd2bb2024_235,a077d878693c9fd52ed3dbbed690b74f_212,03f798c6314f9895224cd16f8bb35aa0_212,0cad7609a72f054f1e5a773edfee880c_3233,b950933d1ddb7e03141c7b304a24a0b6_404,f8e40b63109f8c40a69745e5931a1674_1347
WP_053101462.1,,50S ribosome-binding protein YggL,10,10,1,78,1644,,,,341,341,341,9b7e70dc9c6ece2c05dcc2e656b22969_55,f703f9607fd873072b58ff69da1f6298_57,7939b8df5802c39c46adb1416b02880c_2518,5b8d0eb8742d50487a1e3a28fa195a18_2024,4291979d325094cc7b4bce3cd2bb2024_3967,a077d878693c9fd52ed3dbbed690b74f_3958,03f798c6314f9895224cd16f8bb35aa0_3949,0cad7609a72f054f1e5a773edfee880c_3457,b950933d1ddb7e03141c7b304a24a0b6_2285,f8e40b63109f8c40a69745e5931a1674_4230
WP_053102881.1,,lysophospholipid acyltransferase,10,10,1,78,2466,,,,887,887,887,9b7e70dc9c6ece2c05dcc2e656b22969_2740,f703f9607fd873072b58ff69da1f6298_3981,7939b8df5802c39c46adb1416b02880c_517,5b8d0eb8742d50487a1e3a28fa195a18_2603,4291979d325094cc7b4bce3cd2bb2024_3394,a077d878693c9fd52ed3dbbed690b74f_3400,03f798c6314f9895224cd16f8bb35aa0_1919,0cad7609a72f054f1e5a773edfee880c_2184,b950933d1ddb7e03141c7b304a24a0b6_3117,f8e40b63109f8c40a69745e5931a1674_2726
WP_231692558.1,,pirin family protein,10,10,1,78,39,,,,929,929,929,9b7e70dc9c6ece2c05dcc2e656b22969_892,f703f9607fd873072b58ff69da1f6298_833,7939b8df5802c39c46adb1416b02880c_3272,5b8d0eb8742d50487a1e3a28fa195a18_1218,4291979d325094cc7b4bce3cd2bb2024_127,a077d878693c9fd52ed3dbbed690b74f_106,03f798c6314f9895224cd16f8bb35aa0_104,0cad7609a72f054f1e5a773edfee880c_3341,b950933d1ddb7e03141c7b304a24a0b6_746,f8e40b63109f8c40a69745e5931a1674_1455
metG,,methionine--tRNA ligase,10,10,1,78,1438,,,,2048,2048,2048,9b7e70dc9c6ece2c05dcc2e656b22969_4524,f703f9607fd873072b58ff69da1f6298_2333,7939b8df5802c39c46adb1416b02880c_2129,5b8d0eb8742d50487a1e3a28fa195a18_4176,4291979d325094cc7b4bce3cd2bb2024_1821,a077d878693c9fd52ed3dbbed690b74f_1687,03f798c6314f9895224cd16f8bb35aa0_3578,0cad7609a72f054f1e5a773edfee880c_1186,b950933d1ddb7e03141c7b304a24a0b6_1538,f8e40b63109f8c40a69745e5931a1674_2022
WP_053109308.1,,50S ribosomal protein L11 methyltransferase,10,10,1,78,2853,,,,656,656,656,9b7e70dc9c6ece2c05dcc2e656b22969_2056,f703f9607fd873072b58ff69da1f6298_1899,7939b8df5802c39c46adb1416b02880c_4408,5b8d0eb8742d50487a1e3a28fa195a18_132,4291979d325094cc7b4bce3cd2bb2024_1352,a077d878693c9fd52ed3dbbed690b74f_1170,03f798c6314f9895224cd16f8bb35aa0_1232,0cad7609a72f054f1e5a773edfee880c_860,b950933d1ddb7e03141c7b304a24a0b6_1216,f8e40b63109f8c40a69745e5931a1674_374
WP_053103238.1,,MliC family protein,10,10,1,78,997,,,,386,386,386,9b7e70dc9c6ece2c05dcc2e656b22969_3773,f703f9607fd873072b58ff69da1f6298_3070,7939b8df5802c39c46adb1416b02880c_1417,5b8d0eb8742d50487a1e3a28fa195a18_3464,4291979d325094cc7b4bce3cd2bb2024_2545,a077d878693c9fd52ed3dbbed690b74f_2440,03f798c6314f9895224cd16f8bb35aa0_2820,0cad7609a72f054f1e5a773edfee880c_4203,b950933d1ddb7e03141c7b304a24a0b6_916,f8e40b63109f8c40a69745e5931a1674_3691
pdxA,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,10,10,1,78,2467,,,,989,989,989,9b7e70dc9c6ece2c05dcc2e656b22969_2738,f703f9607fd873072b58ff69da1f6298_3983,7939b8df5802c39c46adb1416b02880c_515,5b8d0eb8742d50487a1e3a28fa195a18_2601,4291979d325094cc7b4bce3cd2bb2024_3396,a077d878693c9fd52ed3dbbed690b74f_3402,03f798c6314f9895224cd16f8bb35aa0_1917,0cad7609a72f054f1e5a773edfee880c_2182,b950933d1ddb7e03141c7b304a24a0b6_3115,f8e40b63109f8c40a69745e5931a1674_2724
WP_053102506.1,,hypothetical protein,10,10,1,78,3224,,,,638,638,638,9b7e70dc9c6ece2c05dcc2e656b22969_1518,f703f9607fd873072b58ff69da1f6298_1375,7939b8df5802c39c46adb1416b02880c_3822,5b8d0eb8742d50487a1e3a28fa195a18_674,4291979d325094cc7b4bce3cd2bb2024_742,a077d878693c9fd52ed3dbbed690b74f_640,03f798c6314f9895224cd16f8bb35aa0_656,0cad7609a72f054f1e5a773edfee880c_2757,b950933d1ddb7e03141c7b304a24a0b6_94,f8e40b63109f8c40a69745e5931a1674_907
tcdA,,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,10,10,1,78,2796,,,,806,806,806,9b7e70dc9c6ece2c05dcc2e656b22969_2160,f703f9607fd873072b58ff69da1f6298_1993,7939b8df5802c39c46adb1416b02880c_4492,5b8d0eb8742d50487a1e3a28fa195a18_48,4291979d325094cc7b4bce3cd2bb2024_1434,a077d878693c9fd52ed3dbbed690b74f_1252,03f798c6314f9895224cd16f8bb35aa0_1324,0cad7609a72f054f1e5a773edfee880c_942,b950933d1ddb7e03141c7b304a24a0b6_1300,f8e40b63109f8c40a69745e5931a1674_292
WP_053099796.1,,DUF389 domain-containing protein,10,10,1,78,3031,,,,1934,1934,1934,9b7e70dc9c6ece2c05dcc2e656b22969_1726,f703f9607fd873072b58ff69da1f6298_1577,7939b8df5802c39c46adb1416b02880c_4084,5b8d0eb8742d50487a1e3a28fa195a18_462,4291979d325094cc7b4bce3cd2bb2024_1034,a077d878693c9fd52ed3dbbed690b74f_844,03f798c6314f9895224cd16f8bb35aa0_914,0cad7609a72f054f1e5a773edfee880c_3805,b950933d1ddb7e03141c7b304a24a0b6_4239,f8e40b63109f8c40a69745e5931a1674_689
WP_053101878.1,,Na+/H+ antiporter subunit G,10,10,1,78,3090,,,,323,326,323,9b7e70dc9c6ece2c05dcc2e656b22969_1601,f703f9607fd873072b58ff69da1f6298_1454,7939b8df5802c39c46adb1416b02880c_3959,5b8d0eb8742d50487a1e3a28fa195a18_587,4291979d325094cc7b4bce3cd2bb2024_909,a077d878693c9fd52ed3dbbed690b74f_719,03f798c6314f9895224cd16f8bb35aa0_789,0cad7609a72f054f1e5a773edfee880c_3930,b950933d1ddb7e03141c7b304a24a0b6_4116,f8e40b63109f8c40a69745e5931a1674_814
WP_199532736.1,,ABC transporter permease subunit,10,10,1,78,2266,,,,905,920,918,9b7e70dc9c6ece2c05dcc2e656b22969_3266,f703f9607fd873072b58ff69da1f6298_3641,7939b8df5802c39c46adb1416b02880c_872,5b8d0eb8742d50487a1e3a28fa195a18_2925,4291979d325094cc7b4bce3cd2bb2024_3084,a077d878693c9fd52ed3dbbed690b74f_2930,03f798c6314f9895224cd16f8bb35aa0_2227,0cad7609a72f054f1e5a773edfee880c_2554,b950933d1ddb7e03141c7b304a24a0b6_468,f8e40b63109f8c40a69745e5931a1674_3109
